date,direct_radiation,wind_direction_80m,wind_speed_80m,temperature_2m,relative_humidity_2m,precipitation,real_power
2024-04-25 00:00:00,0.0,192.60350973943312,13.746227666666668,9.433333333333332,47.0,0.0,-0.11
2024-04-25 00:15:00,0.0,195.2614390111786,13.321400833333334,9.283333333333331,47.333333333333336,0.0,-0.12
2024-04-25 00:30:00,0.0,197.97162207266305,12.794385333333333,9.133333333333333,47.66666666666666,0.0,-0.1
2024-04-25 00:45:00,0.0,200.54630584673205,12.288762999999998,8.983333333333333,47.333333333333336,0.0,-0.1
2024-04-25 01:00:00,0.0,203.58353653852075,11.68749,8.9,47.333333333333336,0.0,-0.1
2024-04-25 01:15:00,0.0,208.54716544964583,10.992007333333332,8.866666666666667,46.333333333333336,0.0,-0.11
2024-04-25 01:30:00,0.0,215.49610686519387,10.327190666666668,8.883333333333333,45.66666666666666,0.0,-0.1
2024-04-25 01:45:00,0.0,221.9610306211256,9.549524333333332,8.950000000000001,44.66666666666666,0.0,-0.1
2024-04-25 02:00:00,0.0,228.7367211363464,9.309321333333331,9.016666666666667,43.0,0.0,-0.11
2024-04-25 02:15:00,0.0,235.10398388930776,8.881791433333333,9.1,41.66666666666666,0.0,-0.09
2024-04-25 02:30:00,0.0,242.2766028830595,8.597583033333335,9.216666666666669,40.0,0.0,-0.09
2024-04-25 02:45:00,0.0,248.10638631468896,8.458886,9.316666666666668,38.333333333333336,0.0,-0.1
2024-04-25 03:00:00,0.0,252.52741291442936,8.3296271,9.416666666666666,37.333333333333336,0.0,-0.11
2024-04-25 03:15:00,0.0,254.98849472173617,8.295545166666667,9.5,36.333333333333336,0.0,-0.13
2024-04-25 03:30:00,0.0,254.2796491108365,8.146313733333335,9.6,35.666666666666664,0.0,-0.13
2024-04-25 03:45:00,0.0,252.63205776683293,7.913032333333334,9.716666666666669,35.0,0.0,-0.13
2024-04-25 04:00:00,0.0,253.85949356641487,7.8451289,9.8,34.0,0.0,-0.13
2024-04-25 04:15:00,0.0,256.2929140927414,7.776901833333333,9.9,33.333333333333336,0.0,-0.12
2024-04-25 04:30:00,0.0,260.34501610741097,7.686424333333332,10.0,32.666666666666664,0.0,-0.11
2024-04-25 04:45:00,0.0,263.85837419184355,7.797351833333334,10.1,32.0,0.0,-0.12
2024-04-25 05:00:00,0.0,266.0201421607161,7.887255166666667,10.216666666666669,31.666666666666668,0.0,-0.12
2024-04-25 05:15:00,0.0,266.75260520073374,7.9853100333333344,10.283333333333331,31.666666666666668,0.0,-0.12
2024-04-25 05:30:00,0.0,265.2210815483868,8.207107033333335,10.316666666666668,31.33333333333333,0.0,-0.12
2024-04-25 05:45:00,3.5595216666666665,263.4750142051714,8.546739033333333,10.45,31.666666666666668,0.0,-0.03
2024-04-25 06:00:00,15.452308666666667,262.07881798618666,8.544432533333334,10.733333333333334,31.33333333333333,0.0,0.25
2024-04-25 06:15:00,36.21412333333333,261.0141832317846,8.666739033333334,11.266666666666667,31.0,0.0,0.78
2024-04-25 06:30:00,64.08425133333334,258.37329052595805,8.823981999999999,11.933333333333332,30.33333333333333,0.0,1.43
2024-04-25 06:45:00,96.61388666666666,255.95484314255552,8.867150333333333,12.683333333333332,29.666666666666668,0.0,2.27
2024-04-25 07:00:00,132.45131166666667,254.90947643364407,9.007612,13.45,28.666666666666668,0.0,3.28
