date,direct_radiation,wind_direction_80m,wind_speed_80m,temperature_2m,relative_humidity_2m,precipitation,real_power
2024-04-25 00:00:00,0.0,331.0156086957262,13.879035666666669,10.95,36.0,0.0,7.64
2024-04-25 00:15:00,0.0,341.14678976607195,13.437849,10.6,37.66666666666666,0.0,8.94
2024-04-25 00:30:00,0.0,351.6832555344639,12.807038,10.266666666666666,39.333333333333336,0.0,5.54
2024-04-25 00:45:00,0.0,2.4259807596371274,12.0514398,9.95,40.66666666666666,0.0,1.54
2024-04-25 01:00:00,0.0,13.434317551094011,11.496948333333334,9.7,41.66666666666666,0.0,-0.1
2024-04-25 01:15:00,0.0,25.0536455676376,11.470780433333331,9.566666666666668,41.66666666666666,0.0,-0.4
2024-04-25 01:30:00,0.0,34.68269720844626,11.413825666666668,9.5,41.0,0.0,-0.2
2024-04-25 01:45:00,0.0,43.93882179575138,11.401713666666666,9.45,40.66666666666666,0.0,-1.1
2024-04-25 02:00:00,0.0,52.50282823514385,11.0485595,9.3,40.66666666666666,0.0,-1.1
2024-04-25 02:15:00,0.0,61.83360284874391,10.195997333333333,9.033333333333331,41.333333333333336,0.0,-1.1
2024-04-25 02:30:00,0.0,73.88536548033449,9.403046666666668,8.65,42.66666666666666,0.0,-1.0
2024-04-25 02:45:00,0.0,88.93742097083145,8.642142533333333,8.25,44.333333333333336,0.0,-1.0
2024-04-25 03:00:00,0.0,104.91752866342016,8.285471333333334,7.916666666666667,45.66666666666666,0.0,-1.0
2024-04-25 03:15:00,0.0,121.21350927055272,8.3476831,7.649999999999999,46.66666666666666,0.0,-1.0
2024-04-25 03:30:00,0.0,133.70148815516717,8.635255466666665,7.466666666666666,47.66666666666666,0.0,-0.8
2024-04-25 03:45:00,0.0,143.91108476708598,9.009759,7.3,48.0,0.0,2.04
2024-04-25 04:00:00,0.0,152.70586294033978,9.493439,7.116666666666667,48.66666666666666,0.0,7.84
2024-04-25 04:15:00,0.0,161.08182754754102,9.916276666666668,6.933333333333334,49.333333333333336,0.0,18.04
2024-04-25 04:30:00,0.0,168.84768574457303,10.131692333333334,6.783333333333334,50.0,0.0,26.24
2024-04-25 04:45:00,0.0,176.96470424380686,10.5101,6.65,50.0,0.0,32.44
2024-04-25 05:00:00,0.0,184.3258654981745,11.252756333333332,6.6000000000000005,50.333333333333336,0.0,42.34
2024-04-25 05:15:00,0.0,190.001190718174,12.248388333333333,6.566666666666666,50.333333333333336,0.0,48.74
2024-04-25 05:30:00,0.0,194.02053901731804,13.342694000000002,6.583333333333333,50.66666666666666,0.0,58.24
2024-04-25 05:45:00,1.071730766666667,198.42772290235249,14.642629666666666,6.65,50.333333333333336,0.0,69.34
2024-04-25 06:00:00,8.581477333333334,201.3724327585,16.091424333333332,6.8500000000000005,49.66666666666666,0.0,66.74
2024-04-25 06:15:00,19.93992,203.65144064575057,17.590930999999998,7.133333333333333,48.66666666666666,0.0,63.44
2024-04-25 06:30:00,36.72834,205.440582341888,18.949113,7.466666666666666,47.66666666666666,0.0,62.94
2024-04-25 06:45:00,56.83193466666668,206.64596459986407,20.42436333333333,7.933333333333334,46.0,0.0,70.74
2024-04-25 07:00:00,82.23858333333334,209.1495123200263,21.830855,8.566666666666668,43.66666666666666,0.0,77.74
2024-04-25 07:15:00,111.94480333333333,211.84130805062887,23.442279666666668,9.433333333333334,40.333333333333336,0.0,83.04
2024-04-25 07:30:00,145.99123333333333,215.2124809562405,25.000884666666668,10.483333333333333,36.333333333333336,0.0,81.44
2024-04-25 07:45:00,182.6936533333333,218.38407310895028,26.623637666666667,11.583333333333334,32.333333333333336,0.0,77.04
2024-04-25 08:00:00,222.08148333333327,221.2277277600557,27.899698333333333,12.55,29.33333333333333,0.0,85.94
2024-04-25 08:15:00,263.7520333333334,223.22237678720845,28.899418333333333,13.416666666666666,27.0,0.0,89.94
2024-04-25 08:30:00,306.91721666666666,225.08455995286647,29.868129666666665,14.25,25.33333333333333,0.0,98.04
2024-04-25 08:45:00,350.42897666666664,227.19263743097693,30.519246,15.033333333333331,24.0,0.0,106.84
2024-04-25 09:00:00,393.13523333333336,229.2574594294376,31.546093,15.85,22.666666666666668,0.0,103.44
2024-04-25 09:15:00,434.5598,232.19480515174664,32.64888066666666,16.633333333333333,21.666666666666668,0.0,99.24
2024-04-25 09:30:00,473.9118666666666,235.4711765756681,33.97338133333333,17.383333333333333,20.0,0.0,96.94
2024-04-25 09:45:00,510.0015666666666,238.7225805472655,35.331624999999995,18.1,19.0,0.0,95.04
2024-04-25 10:00:00,543.2252199999999,241.8062161845922,36.599217,18.78333333333333,18.0,0.0,94.74
2024-04-25 10:15:00,573.35195,244.28388975033272,37.74920766666666,19.4,17.0,0.0,92.74
2024-04-25 10:30:00,599.5649199999999,246.1713425856116,39.08528533333334,19.95,16.0,0.0,90.34
2024-04-25 10:45:00,623.0021666666667,248.41920067086977,40.178499,20.46666666666667,15.666666666666666,0.0,89.54
2024-04-25 11:00:00,644.7304666666668,251.74913007706232,41.09246866666666,20.9,15.0,0.0,88.64
2024-04-25 11:15:00,662.04128,256.3627793073431,41.89262233333333,21.3,14.666666666666666,0.0,87.64
2024-04-25 11:30:00,672.7845866666667,261.6042439906204,43.15727999999999,21.666666666666668,13.666666666666666,0.0,84.04
2024-04-25 11:45:00,673.5754333333333,266.782286632132,44.524114,21.96666666666667,13.333333333333334,0.0,84.14
2024-04-25 12:00:00,663.9313666666667,271.1655452854531,45.888926,22.21666666666667,13.0,0.0,84.64
2024-04-25 12:15:00,647.4355999999999,274.7757574129005,47.087002000000005,22.4,13.0,0.0,86.34
2024-04-25 12:30:00,627.9216,277.8861722431335,48.190956666666665,22.53333333333333,12.333333333333334,0.0,86.54
2024-04-25 12:45:00,607.4091199999999,280.28440220711104,49.23870633333333,22.616666666666664,12.333333333333334,0.0,88.74
2024-04-25 13:00:00,583.2308566666667,282.5323800835129,50.154348,22.7,12.333333333333334,0.0,94.04
2024-04-25 13:15:00,557.5527666666667,284.1288836464071,51.069092000000005,22.73333333333333,12.333333333333334,0.0,95.34
2024-04-25 13:30:00,534.2976466666667,285.08790297799857,51.80469466666667,22.76666666666667,12.0,0.0,91.64
2024-04-25 13:45:00,515.1142,285.9724873619606,52.26866666666666,22.766666666666666,12.0,0.0,90.14
2024-04-25 14:00:00,502.90053333333327,286.8141490454065,52.34898333333333,22.76666666666667,12.0,0.0,94.44
2024-04-25 14:15:00,491.4323133333333,287.1446765457798,51.84805733333334,22.78333333333333,12.0,0.0,98.94
2024-04-25 14:30:00,476.63433333333336,286.8921263633148,51.27501333333333,22.78333333333333,12.0,0.0,103.54
2024-04-25 14:45:00,456.2510666666667,287.07498935536995,50.116595,22.78333333333333,12.0,0.0,121.64
2024-04-25 15:00:00,433.5526133333333,286.78674988089386,48.92729633333334,22.75,12.0,0.0,131.54
