date, System load forecast, Zonal COMED load foecast,OT
2017/4/30 0:00,73504.0,8781.0,21.709704
2017/4/30 1:00,69582.0,8398.0,21.26157
2017/4/30 2:00,66959.0,8134.0,20.13279
2017/4/30 3:00,65277.0,7968.0,19.112511
2017/4/30 4:00,64449.0,7894.0,18.89919
2017/4/30 5:00,64707.0,7905.0,19.045772
2017/4/30 6:00,65842.0,8011.0,19.760267
2017/4/30 7:00,67833.0,8051.0,21.90325
2017/4/30 8:00,72131.0,8246.0,22.97613
2017/4/30 9:00,76546.0,8545.0,23.646695
2017/4/30 10:00,79946.0,8767.0,26.208276
2017/4/30 11:00,82943.0,8913.0,28.195296
2017/4/30 12:00,85403.0,8960.0,30.655378
2017/4/30 13:00,87242.0,8942.0,33.088442
2017/4/30 14:00,88672.0,8911.0,35.556038
2017/4/30 15:00,90066.0,8895.0,36.029304
2017/4/30 16:00,91269.0,8883.0,38.516649
2017/4/30 17:00,91785.0,8921.0,36.875942
2017/4/30 18:00,91305.0,8990.0,32.42908
2017/4/30 19:00,91077.0,9031.0,30.62892
2017/4/30 20:00,91377.0,9366.0,38.096603
2017/4/30 21:00,88905.0,9626.0,30.097167
2017/4/30 22:00,83408.0,9384.0,24.611478
2017/4/30 23:00,77343.0,8926.0,21.834944
2017/5/1 0:00,70487.0,8444.0,19.631895
2017/5/1 1:00,67542.0,8135.0,19.023887
2017/5/1 2:00,65902.0,7950.0,18.393253
2017/5/1 3:00,65254.0,7845.0,17.952222
2017/5/1 4:00,66220.0,7859.0,18.696786
2017/5/1 5:00,70275.0,8080.0,20.212814
2017/5/1 6:00,77629.0,8749.0,24.922167
2017/5/1 7:00,82714.0,9715.0,26.425547
2017/5/1 8:00,85599.0,10404.0,28.029776
2017/5/1 9:00,87931.0,10756.0,29.81193
2017/5/1 10:00,90203.0,10936.0,30.994579
2017/5/1 11:00,91849.0,11099.0,33.066171
2017/5/1 12:00,93110.0,11098.0,32.576987
2017/5/1 13:00,94396.0,11076.0,33.629967
2017/5/1 14:00,94908.0,11093.0,33.087364
2017/5/1 15:00,95270.0,10997.0,33.419639
2017/5/1 16:00,95542.0,10897.0,33.879329
2017/5/1 17:00,95559.0,10847.0,33.425861
2017/5/1 18:00,94692.0,10796.0,31.070623
2017/5/1 19:00,94321.0,10733.0,30.148721
2017/5/1 20:00,94595.0,10986.0,35.15014
2017/5/1 21:00,91062.0,11050.0,30.959121
2017/5/1 22:00,84392.0,10629.0,23.826829
2017/5/1 23:00,77571.0,9956.0,21.174369
2017/5/2 0:00,71875.0,9068.0,21.522076
2017/5/2 1:00,68587.0,8652.0,21.087818
2017/5/2 2:00,66597.0,8413.0,20.487107
2017/5/2 3:00,65747.0,8263.0,19.887619
2017/5/2 4:00,66638.0,8259.0,20.895912
2017/5/2 5:00,70658.0,8487.0,23.217209
2017/5/2 6:00,78127.0,9124.0,29.513427
2017/5/2 7:00,82863.0,9989.0,31.95499
2017/5/2 8:00,85175.0,10603.0,32.05179
2017/5/2 9:00,86592.0,10874.0,33.14116
2017/5/2 10:00,87786.0,10971.0,34.021735
2017/5/2 11:00,88429.0,11050.0,33.121258
2017/5/2 12:00,88702.0,10987.0,33.734919
2017/5/2 13:00,89221.0,10935.0,33.767346
2017/5/2 14:00,89309.0,10944.0,33.336153
2017/5/2 15:00,89280.0,10834.0,33.318472
2017/5/2 16:00,89446.0,10673.0,32.567071
2017/5/2 17:00,89274.0,10542.0,32.397621
2017/5/2 18:00,88615.0,10400.0,31.156724
2017/5/2 19:00,88393.0,10275.0,29.793898
2017/5/2 20:00,89337.0,10536.0,37.195302
2017/5/2 21:00,86772.0,10826.0,35.099753
2017/5/2 22:00,80548.0,10468.0,27.10343
2017/5/2 23:00,74204.0,9811.0,22.755376
2017/5/3 0:00,68857.0,9118.0,22.45961
2017/5/3 1:00,66201.0,8695.0,22.033389
2017/5/3 2:00,64814.0,8458.0,21.628224
2017/5/3 3:00,64444.0,8324.0,21.059943
2017/5/3 4:00,65665.0,8313.0,21.93445
2017/5/3 5:00,69929.0,8562.0,23.64778
2017/5/3 6:00,77352.0,9187.0,29.139948
2017/5/3 7:00,81919.0,9974.0,35.375711
2017/5/3 8:00,84037.0,10541.0,35.634236
2017/5/3 9:00,84548.0,10763.0,35.865251
2017/5/3 10:00,84616.0,10776.0,34.889633
2017/5/3 11:00,84517.0,10867.0,35.091791
2017/5/3 12:00,84232.0,10817.0,34.474041
2017/5/3 13:00,84255.0,10773.0,34.802131
2017/5/3 14:00,83939.0,10757.0,34.702266
2017/5/3 15:00,83695.0,10661.0,34.033054
2017/5/3 16:00,83904.0,10530.0,33.40266
2017/5/3 17:00,84094.0,10423.0,33.876125
2017/5/3 18:00,83894.0,10332.0,31.762728
2017/5/3 19:00,84049.0,10206.0,31.13067
2017/5/3 20:00,86029.0,10458.0,39.806303
2017/5/3 21:00,84275.0,10735.0,33.870026
2017/5/3 22:00,78657.0,10370.0,27.143435
2017/5/3 23:00,72784.0,9691.0,22.297089
2017/5/4 0:00,68283.0,9092.0,22.329387
2017/5/4 1:00,65848.0,8654.0,21.541507
2017/5/4 2:00,64667.0,8397.0,20.532809
2017/5/4 3:00,64475.0,8244.0,19.64744
2017/5/4 4:00,65789.0,8228.0,20.563783
2017/5/4 5:00,70256.0,8444.0,21.063706
2017/5/4 6:00,77674.0,9051.0,26.794142
2017/5/4 7:00,82169.0,9855.0,31.460497
2017/5/4 8:00,83464.0,10450.0,33.359035
2017/5/4 9:00,83773.0,10696.0,34.24436
2017/5/4 10:00,84009.0,10776.0,34.848452
2017/5/4 11:00,83858.0,10854.0,34.973068
2017/5/4 12:00,83508.0,10827.0,33.518913
2017/5/4 13:00,83447.0,10785.0,32.706188
2017/5/4 14:00,83014.0,10791.0,31.995584
2017/5/4 15:00,82647.0,10669.0,30.421515
2017/5/4 16:00,82790.0,10528.0,31.441535
2017/5/4 17:00,83070.0,10412.0,31.651884
2017/5/4 18:00,82800.0,10283.0,28.648477
2017/5/4 19:00,83042.0,10157.0,30.679314
2017/5/4 20:00,85284.0,10369.0,36.670368
2017/5/4 21:00,83827.0,10660.0,36.129898
2017/5/4 22:00,78498.0,10338.0,27.061263
2017/5/4 23:00,72663.0,9686.0,23.57641
2017/5/5 0:00,67769.0,9017.0,18.264515
2017/5/5 1:00,65044.0,8568.0,16.80092
2017/5/5 2:00,63594.0,8303.0,15.640067
2017/5/5 3:00,63124.0,8150.0,15.107803
2017/5/5 4:00,64124.0,8118.0,13.95001
2017/5/5 5:00,67941.0,8311.0,15.590673
2017/5/5 6:00,74584.0,8852.0,20.506924
2017/5/5 7:00,79247.0,9554.0,28.09166
2017/5/5 8:00,81396.0,10132.0,30.628663
2017/5/5 9:00,82713.0,10394.0,32.28614
2017/5/5 10:00,83529.0,10475.0,33.570996
2017/5/5 11:00,83715.0,10547.0,34.73388
2017/5/5 12:00,83455.0,10521.0,33.985895
2017/5/5 13:00,83393.0,10477.0,33.929868
2017/5/5 14:00,82901.0,10465.0,31.552175
2017/5/5 15:00,82288.0,10328.0,31.471902
2017/5/5 16:00,82019.0,10166.0,31.110312
2017/5/5 17:00,81624.0,10021.0,32.403231
2017/5/5 18:00,80825.0,9899.0,29.920301
2017/5/5 19:00,80485.0,9776.0,28.291107
2017/5/5 20:00,82176.0,9956.0,33.394247
2017/5/5 21:00,81002.0,10208.0,31.709293
2017/5/5 22:00,76678.0,9981.0,26.637163
2017/5/5 23:00,71450.0,9421.0,22.489999
2017/5/6 0:00,66834.0,8858.0,22.296938
2017/5/6 1:00,63989.0,8394.0,21.835313
2017/5/6 2:00,62226.0,8103.0,22.020573
2017/5/6 3:00,61395.0,7926.0,21.769554
2017/5/6 4:00,61501.0,7843.0,21.801408
2017/5/6 5:00,62817.0,7893.0,21.881119
2017/5/6 6:00,65091.0,8057.0,22.134569
2017/5/6 7:00,67931.0,8235.0,23.661398
2017/5/6 8:00,71641.0,8580.0,25.656855
2017/5/6 9:00,74402.0,8957.0,27.768856
2017/5/6 10:00,75675.0,9194.0,27.623625
2017/5/6 11:00,75885.0,9316.0,27.468184
2017/5/6 12:00,75326.0,9312.0,26.724475
2017/5/6 13:00,74422.0,9214.0,25.962867
2017/5/6 14:00,73574.0,9058.0,25.048325
2017/5/6 15:00,73194.0,8925.0,24.29476
2017/5/6 16:00,73425.0,8837.0,24.553246
2017/5/6 17:00,73811.0,8798.0,24.839423
2017/5/6 18:00,73933.0,8791.0,25.368625
2017/5/6 19:00,74340.0,8833.0,25.851865
2017/5/6 20:00,76587.0,9066.0,30.661887
2017/5/6 21:00,76252.0,9420.0,28.859025
2017/5/6 22:00,73022.0,9311.0,24.786248
2017/5/6 23:00,68906.0,8922.0,22.586302
2017/5/7 0:00,65044.0,8527.0,21.65799
2017/5/7 1:00,62592.0,8131.0,21.769614
2017/5/7 2:00,61281.0,7888.0,21.842549
2017/5/7 3:00,60769.0,7744.0,21.494195
2017/5/7 4:00,60861.0,7675.0,21.644955
2017/5/7 5:00,61946.0,7700.0,21.657471
2017/5/7 6:00,63455.0,7760.0,22.271237
2017/5/7 7:00,65631.0,7768.0,22.896768
2017/5/7 8:00,68847.0,7961.0,24.524845
2017/5/7 9:00,70811.0,8244.0,25.655776
2017/5/7 10:00,71319.0,8415.0,25.729377
2017/5/7 11:00,71354.0,8526.0,25.069701
2017/5/7 12:00,71124.0,8564.0,24.471548
2017/5/7 13:00,70573.0,8527.0,24.127266
2017/5/7 14:00,70031.0,8482.0,23.580247
2017/5/7 15:00,69911.0,8429.0,23.439358
2017/5/7 16:00,70666.0,8407.0,23.814223
2017/5/7 17:00,72083.0,8447.0,24.524966
2017/5/7 18:00,73044.0,8550.0,25.496876
2017/5/7 19:00,74575.0,8632.0,26.345748
2017/5/7 20:00,77764.0,8959.0,33.984035
2017/5/7 21:00,77293.0,9353.0,33.64343
2017/5/7 22:00,73354.0,9222.0,25.238458
2017/5/7 23:00,68972.0,8792.0,23.563959
